comment,Sentiment,processed,sentiment_fix
卖20快的菜我能吃2天,0,卖20快的菜我能吃2天,0
醍醐灌顶,2,醍醐灌顶,0.5
单身不快乐，但恋爱结婚带娃更不快乐,0,单身不快乐但恋爱结婚带娃更不快乐,0
确实,0,确实,0
我想说你不是年轻人嘛？这备年轻人？你很老么？,0,我想说你不是年轻人嘛这备年轻人你很老么,1
不好意思是真的快乐哈哈哈,0,不好意思是真的快乐哈哈哈,0
快乐只是相比较的，但是不快乐,0,快乐只是相比较的但是不快乐,0
思想是随着时代的发展而进步的,2,思想是随着时代的发展而进步的,1
保护,0,保护,0
问题不太,0,问题不太,0
活着就很累了,0,活着就很累了,0
现实中重男轻女已经刻在骨子里了,0,现实中重男轻女已经刻在骨子里了,0.5
快乐,0,快乐,0
支持,2,支持,0
保护,0,保护,0
哈哈哈哈艹,2,哈哈哈哈艹,0
保护,0,保护,0
32岁，完全没有结婚的想法,0,32岁完全没有结婚的想法,1
单身真的快乐,0,单身真的快乐,0
真的太快乐了,0,真的太快乐了,0
潮汕,2,潮汕,0
那是相当的快乐,0,那是相当的快乐,0
我更觉得是人们越来越关注自己的心理健康，认识到原声家庭的不幸，缺爱。想被爱也觉得爱情不值得相信，没了爱情谈何结婚,0,我更觉得是人们越来越关注自己的心理健康认识到原声家庭的不幸缺爱想被爱也觉得爱情不值得相信没了爱情谈何结婚,1
就业是最基本的民生,2,就业是最基本的民生,0.5
生存压力太大了,0,生存压力太大了,0.5
是的,2,是的,0
谈恋爱虽然美好，但更多的是无奈难受,0,谈恋爱虽然美好但更多的是无奈难受,0.5
预制菜,1,预制菜,0
啧啧啧！,0,啧啧啧,0
真的很快乐,0,真的很快乐,0
闭口开口就彩礼彩金房子车子，结个P,0,闭口开口就彩礼彩金房子车子结个P,0
没钱的现在都不能算个人。怎么结婚,0,没钱的现在都不能算个人怎么结婚,0
最根本的原因是生存压力太大了，一个人还勉强过活，有了家庭尤其是小孩子压力指数上升,0,最根本的原因是生存压力太大了一个人还勉强过活有了家庭尤其是小孩子压力指数上升,1
保护,0,保护,0
不知道有多快乐,0,不知道有多快乐,0
我的看法也是这样,0,我的看法也是这样,0
就是没钱,0,就是没钱,0
好好好,0,好好好,0
爸爸快乐你享受不到,0,爸爸快乐你享受不到,0
孩子生出来不是要给他带来苦难的,0,孩子生出来不是要给他带来苦难的,1
我知道你很急，但是你先别急,0,我知道你很急但是你先别急,0
保护,0,保护,0
单身万岁，单身王道,2,单身万岁单身王道,0
快乐,0,快乐,0
相当快乐,0,相当快乐,0
点名表扬,2,点名表扬,1
人口基数再大，也是会有老龄化，老龄化只会更严重。,0,人口基数再大也是会有老龄化老龄化只会更严重,1
快乐,0,快乐,0
好好好,0,好好好,0
过了30岁以后没人催婚了，一下就感觉人生开阔了很多，可以真正做自己了,0,过了30岁以后没人催婚了一下就感觉人生开阔了很多可以真正做自己了,1
年入百万千万的，来告诉我一个年入几万的该怎么花钱，我信你麻痹！！,0,年入百万千万的来告诉我一个年入几万的该怎么花钱我信你麻痹,0
保护,0,保护,0
你要知道，活着不是为了活得更累，而是为了活得舒坦，活得精彩,2,你要知道活着不是为了活得更累而是为了活得舒坦活得精彩,1
地球也经不住人类那么多吧,0,地球也经不住人类那么多吧,1
学校都没有学生了,0,学校都没有学生了,1
图穷匕见,2,图穷匕见,0
40单身阿姨，快乐！,0,40单身阿姨快乐,0
哈哈哈哈哈笑着笑着就哭了,2,哈哈哈哈哈笑着笑着就哭了,1
过于真实,0,过于真实,0
没差，卷是按比例算的，跟数量没关系,0,没差卷是按比例算的跟数量没关系,0
福建这一带，比较注重族谱，需要男孩写进族谱,2,福建这一带比较注重族谱需要男孩写进族谱,1
保护up主,0,保护up主,0
这么说吧，大部分90后都活不到老的,0,这么说吧大部分90后都活不到老的,0
00后的男性应该更喜欢女儿吧？,2,00后的男性应该更喜欢女儿吧,1
不是不愿意生女孩 是觉得女孩在这个社会太难了 不想她来受苦,0,不是不愿意生女孩 是觉得女孩在这个社会太难了 不想她来受苦,0
主打一个叛逆哈哈哈哈,2,主打一个叛逆哈哈哈哈,1
保护！！,0,保护,0
很好很阳刚！,2,很好很阳刚,0.5
宝藏UP主，还好我早就关注了,2,宝藏UP主还好我早就关注了,1
快乐死了，自己赚钱自己花，时而孝敬下父母，不就行了,0,快乐死了自己赚钱自己花时而孝敬下父母不就行了,0
哈哈哈哈哈哈,2,哈哈哈哈哈哈,1
ip正确（没有地域黑，看到贼多这种言论都是这IP，无意冒犯）,0,ip正确没有地域黑看到贼多这种言论都是这IP无意冒犯,0.5
我去那干啥啊，人家下午能休息，又不是一直干,0,我去那干啥啊人家下午能休息又不是一直干,0
勇士啊,2,勇士啊,0
保护,0,保护,0
字幕呢？,0,字幕呢,0
体验服,2,体验服,0
保护,0,保护,0
哈哈哈哈哈哈哈,2,哈哈哈哈哈哈哈,1
。。。。,0,无内容,0
知乎对婚恋对人生观真的洗脑作用巨大，其实每个人想法不一样,0,知乎对婚恋对人生观真的洗脑作用巨大其实每个人想法不一样,1
相当快乐,0,相当快乐,0
哈哈哈,2,哈哈哈,0.5
算我一个,2,算我一个,0
哈哈哈哈哈,2,哈哈哈哈哈,0.5
不敢苟同，你怎么想是你的事，但你在试图用你的主观想法影响其他人,0,不敢苟同你怎么想是你的事但你在试图用你的主观想法影响其他人,0
保护,0,保护,0
快乐啊,0,快乐啊,0
不用快不快乐，已经没得选了,0,不用快不快乐已经没得选了,0
单身万岁,2,单身万岁,0
一个人活着都不容易了,2,一个人活着都不容易了,0
人工智能,2,人工智能,0
太快乐了,0,太快乐了,0
本来就是,0,本来就是,0
？？？？？擦尼玛  男人呢,0,擦尼玛  男人呢,0
没有那些世俗的欲望,0,没有那些世俗的欲望,1
关我屁事,0,关我屁事,0
哈哈哈哈,2,哈哈哈哈,0.5
牛的,2,牛的,0
结婚？你家里有矿啊？,0,结婚你家里有矿啊,0
又在这害听你视频的年轻人了,0,又在这害听你视频的年轻人了,0.5
好好好,0,好好好,0
对不起本广东人真的很喜欢女儿 但是怕什么来什么。。,0,对不起本广东人真的很喜欢女儿 但是怕什么来什么,0.5
保护,0,保护,0
保护,0,保护,0
特别快乐,0,特别快乐,0
咱就是说 我挣得钱我自己道路不够花 还养孩子给孩子花 我怕不是脑子被驴踢了,0,咱就是说 我挣得钱我自己道路不够花 还养孩子给孩子花 我怕不是脑子被驴踢了,0
好好好,0,好好好,0
是的 大多数观念根本没变 房子车子以后都是儿子的,1,是的 大多数观念根本没变 房子车子以后都是儿子的,0
保护！,0,保护,0
90后的我只要老婆愿意我想生四五个目前两个,2,90后的我只要老婆愿意我想生四五个目前两个,0
都不卷了，女人会自己卷,0,都不卷了女人会自己卷,0
品质,2,品质,0.5
那是因为结婚成本太高吧？,0,那是因为结婚成本太高吧,0
我真这么觉得啊,0,我真这么觉得啊,0
软肋,0,软肋,0
这一点上男生一样，结婚还是一样被催,0,这一点上男生一样结婚还是一样被催,0
那我就放心了,2,那我就放心了,0.5
钱呗,0,钱呗,0
高了,0,高了,0
高了,0,高了,0
保护,0,保护,0
那我可太快乐了,0,那我可太快乐了,0
好好好好好好好,0,好好好好好好好,0.5
有钱那结婚生孩子养确实不错，但没钱单身一样也舒服快乐,0,有钱那结婚生孩子养确实不错但没钱单身一样也舒服快乐,0
不快乐，只是不愿意更不快乐罢了,0,不快乐只是不愿意更不快乐罢了,0
更卷了,2,更卷了,0
清醒，但是不一定快乐,0,清醒但是不一定快乐,0
关我啥事,0,关我啥事,0
可我真觉得都一样，而且我更喜欢女儿,2,可我真觉得都一样而且我更喜欢女儿,1
还有800？任重道远啊,0,还有800任重道远啊,0
不快乐,0,不快乐,0
抱歉不是夜班就是下夜班，看不了,0,抱歉不是夜班就是下夜班看不了,0
保护,0,保护,0
好好好,0,好好好,0
期待,2,期待,0
别人不知道，我是真快乐,0,别人不知道我是真快乐,0
想起之前，家里女孩16岁没出嫁，汉朝就要加五倍的赋税（噗）,0,想起之前家里女孩16岁没出嫁汉朝就要加五倍的赋税噗,0.5
但现在是一直在建学校,2,但现在是一直在建学校,0.5
说清楚一点，是珠三角以外的,0,说清楚一点是珠三角以外的,0
快乐飞起～～～～,0,快乐飞起,0
不急是因为有更着急的事，这个只是短期看不出来而已,0,不急是因为有更着急的事这个只是短期看不出来而已,0
up总结非常一针见血,2,up总结非常一针见血,0
保护,0,保护,0
我不是在生活 我在生存。。。,0,我不是在生活 我在生存,0.5
我一个男的都觉得说得对,2,我一个男的都觉得说得对,0
60岁以前是快乐的,0,60岁以前是快乐的,0
cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,2,cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
你想多了，这不算反抗，单纯没钱而已,0,你想多了这不算反抗单纯没钱而已,0
38岁结婚就是一个笑话,0,38岁结婚就是一个笑话,0
快乐的一笔,0,快乐的一笔,0
好好好,0,好好好,0
我笑了,0,我笑了,0
80后老阿姨一枚，告诉你可太快乐啦！！,0,80后老阿姨一枚告诉你可太快乐啦,0
男的也一样啊。。,0,男的也一样啊,0
那可太快乐了,0,那可太快乐了,0
+-,0,无内容,0
我男的，真理解不了重男轻女,0,我男的真理解不了重男轻女,0
保护,0,保护,0
保护,0,保护,0
不赞同。你真实实在在给钱给时间让大家能放心养孩子，大家不会这么说的！,0,不赞同你真实实在在给钱给时间让大家能放心养孩子大家不会这么说的,0.5
所以你不管干什么都会被说，那么为什么不干自己喜欢的事呢？,0,所以你不管干什么都会被说那么为什么不干自己喜欢的事呢,0
35岁就已经没人要了,0,35岁就已经没人要了,0
800万太多了！,0,800万太多了,0
美国,2,美国,0.5
单身不那么快乐，但结婚绝对痛苦,0,单身不那么快乐但结婚绝对痛苦,0
我单身我快乐，痛苦从我这一代消失吧。,0,我单身我快乐痛苦从我这一代消失吧,0
保护,0,保护,0
快乐大了,0,快乐大了,0
好好过完这一生就行了，生活太难了,0,好好过完这一生就行了生活太难了,1
假装快乐，但又没有办法。,0,假装快乐但又没有办法,0
至少我是快乐的,0,至少我是快乐的,0
没有收入谈何现在,0,没有收入谈何现在,1
不再对老板逆来顺受,0,不再对老板逆来顺受,0
80后都是高龄产妇上年纪,0,80后都是高龄产妇上年纪,0
至少不会更差,0,至少不会更差,0
保护,0,保护,0
保护,0,保护,0
我还不够木讷？,0,我还不够木讷,0.5
妈呀！这就是我！,0,妈呀这就是我,0
跌就跌吧我汤姆的浪浪山都翻不出去,0,跌就跌吧我汤姆的浪浪山都翻不出去,0
马云：正是在下,2,马云正是在下,1
who care,2,who care,0
太真实了,0,太真实了,0
保护,0,保护,0
但是我只想要女儿……,0,但是我只想要女儿,0.5
？？别开地图炮，拿数据说话,0,别开地图炮拿数据说话,0
男的面临的不也是吗？单单只说女性？,0,男的面临的不也是吗单单只说女性,1
好好好,0,好好好,0
挺好的,2,挺好的,0.5
6,2,6,0
哈哈哈哈哈,2,哈哈哈哈哈,0.5
首先我是广东人其次我喜欢女儿最后我不喜欢孩子因为我没钱,0,首先我是广东人其次我喜欢女儿最后我不喜欢孩子因为我没钱,0.5
正在积攒怒气值,2,正在积攒怒气值,0
觉醒年代,2,觉醒年代,0
那可太快乐了，我的快乐你想象不到,0,那可太快乐了我的快乐你想象不到,0
开心极了 想吃啥吃啥 想去哪玩去哪玩,2,开心极了 想吃啥吃啥 想去哪玩去哪玩,1
94的我太快乐了,0,94的我太快乐了,0
怎么选都是错的，至少我当下的快乐是真实的！,0,怎么选都是错的至少我当下的快乐是真实的,0
怎么还有八百万呐,0,怎么还有八百万呐,0
钱,0,钱,0
保护,0,保护,0
因为没钱，自己都朝不保夕，哪有能力养孩子,0,因为没钱自己都朝不保夕哪有能力养孩子,0
好好好,0,好好好,0
好好好,0,好好好,0
好好好,0,好好好,0
好好好好好好,0,好好好好好好,0
舒服,0,舒服,0
确实，我男的，感觉挺抽象的，我真不明白生男生女为什么还要去选，如果真的是个有责任心的父母，要男的和要女的不应该是一样的吗,0,确实我男的感觉挺抽象的我真不明白生男生女为什么还要去选如果真的是个有责任心的父母要男的和要女的不应该是一样的吗,1
好好好,0,好好好,0
真正能强大自身的是克服苦难的意志和咬牙坚持的努力，而不是苦难本身,2,真正能强大自身的是克服苦难的意志和咬牙坚持的努力而不是苦难本身,1
嗯，做自己吧,0,嗯做自己吧,0
800万还是太多了,0,800万还是太多了,0
房车彩礼呗还能是谁,0,房车彩礼呗还能是谁,1
为啥会不快乐呢？没那些烦恼事还能不快乐？,0,为啥会不快乐呢没那些烦恼事还能不快乐,0
爱谁结谁结 压力大死 等我有钱自己收养一个小孩,0,爱谁结谁结 压力大死 等我有钱自己收养一个小孩,0
保护,0,保护,0
快乐,0,快乐,0
我没我错了，我29.9岁结婚的，还差几天30岁,0,我没我错了我299岁结婚的还差几天30岁,0
保护,0,保护,0
保护,0,保护,0
这不显得您枪法准嘛,0,这不显得您枪法准嘛,0.5
25号宇宙,2,25号宇宙,0.5
我就只想要个女儿,0,我就只想要个女儿,0.5
6,2,6,0
不过日韩奖给生孩子的那点钱也不多,0,不过日韩奖给生孩子的那点钱也不多,0
医院生娃的太多了排队排累挂号100块医生态度也傲慢，真的是你不生有的是人生,0,医院生娃的太多了排队排累挂号100块医生态度也傲慢真的是你不生有的是人生,0
点了,0,点了,0
点了,0,点了,0
快乐快乐快乐快乐快乐,0,快乐快乐快乐快乐快乐,0
快乐快乐快乐快乐快乐快乐,0,快乐快乐快乐快乐快乐快乐,0
确实！,0,确实,0
好好好,0,好好好,0
保护,0,保护,0
我自己都养不起，现在没力气想孩子,0,我自己都养不起现在没力气想孩子,0
我竟然有点听不懂在说什么 是我太年轻了吗？,0,我竟然有点听不懂在说什么 是我太年轻了吗,0
快乐！不结婚就是清醒，再说也不是一个人还有朋友她们都不结,0,快乐不结婚就是清醒再说也不是一个人还有朋友她们都不结,0
快乐！我确信不结婚是清醒，我不是一个人，现在年轻人有几个结婚的？,0,快乐我确信不结婚是清醒我不是一个人现在年轻人有几个结婚的,0
只信任自己爱的人和父母,0,只信任自己爱的人和父母,0.5
就是结婚就会有孩子，没有经济实力孩子会受苦，这也是不结婚的理由,0,就是结婚就会有孩子没有经济实力孩子会受苦这也是不结婚的理由,1
我不生有的是人生,0,我不生有的是人生,0.5
不将就，不会和不爱的人在一起,0,不将就不会和不爱的人在一起,0
太对了呀这就是现实女性太难了,2,太对了呀这就是现实女性太难了,0
当下是快乐就足够了,0,当下是快乐就足够了,0
我姐都俩孩子了，我都没结婚,0,我姐都俩孩子了我都没结婚,0
保护,0,保护,0
《凑个好字》,2,凑个好字,0.5
6 畸形的性别比,2,6 畸形的性别比,0
好啊多降点,2,好啊多降点,0.5
难道不是吗？？？,0,难道不是吗,0
。。。,0,无内容,0
对,2,对,0
离婚两年不想再结,0,离婚两年不想再结,0
年轻男人,2,年轻男人,0.5
好好好,0,好好好,0
当然是清醒了,2,当然是清醒了,1
6666,2,6666,0
我做建材销售的今年换了三家公司了领证何止激烈,0,我做建材销售的今年换了三家公司了领证何止激烈,0
没钱什么都不对,0,没钱什么都不对,0
最后一期,2,最后一期,0
今天必须关注，不关注首页都不给我推了,2,今天必须关注不关注首页都不给我推了,0
你是什么成分？？？,0,你是什么成分,0
保护,0,保护,0
我，男，30岁，未婚,2,我男30岁未婚,0.5
快乐,0,快乐,0
00后还没出手呢,0,00后还没出手呢,0
目前看来比结婚快乐,0,目前看来比结婚快乐,0
我相反，反而更喜欢女孩,2,我相反反而更喜欢女孩,1
那可谓是相当快乐,0,那可谓是相当快乐,0
没错是每“个人”的想法,2,没错是每个人的想法,0.5
感谢博主愿意为我们付出真正的心里话,2,感谢博主愿意为我们付出真正的心里话,1
那可是相当快乐,0,那可是相当快乐,0
难道不是？,0,难道不是,0
幽默,2,幽默,0
好好好,0,好好好,0
谢谢你这么夸我，但我不配,2,谢谢你这么夸我但我不配,0.5
前边的 五百万哪够阿,0,前边的 五百万哪够阿,0
漂亮,2,漂亮,0.5
我听说内卷是因为人多，所以挺开心的,2,我听说内卷是因为人多所以挺开心的,0.5
有没有想过这种想法是怎么形成了，日本的年轻人在二十年前是不是也这么想的,0,有没有想过这种想法是怎么形成了日本的年轻人在二十年前是不是也这么想的,1
很快乐,0,很快乐,0
就要女孩,2,就要女孩,0.5
不不不 看看有娃up 一个接一个的生,1,不不不 看看有娃up 一个接一个的生,0
加油,2,加油,1
加油,2,加油,1
医疗养老教育住房,2,医疗养老教育住房,1
？,0,无内容,0
保护,0,保护,0
有没有可能真的是没安好心呢？？,0,有没有可能真的是没安好心呢,0
好好好,0,好好好,0
哈哈哈哈哈哈哈,2,哈哈哈哈哈哈哈,1
我是人，不是人口,0,我是人不是人口,0
快乐,0,快乐,0
别找补谢谢,2,别找补谢谢,0
居然还有这么多,0,居然还有这么多,0
保护,0,保护,0
我为什么要去，我都已经累了，难道不该休息吗？去看看别人的人生比我更难过吗？这不会得到安慰,0,我为什么要去我都已经累了难道不该休息吗去看看别人的人生比我更难过吗这不会得到安慰,0
UP忘记了子女教育成本这个大头,2,UP忘记了子女教育成本这个大头,1
00后真不能怪吧，高中之前不让早恋，大学疫情隔绝3年，刚毕业就说结婚，就是让鹰学飞都没这么快的,0,00后真不能怪吧高中之前不让早恋大学疫情隔绝3年刚毕业就说结婚就是让鹰学飞都没这么快的,0.5
叫几个好兄弟一起住天天打游戏我快乐的很,0,叫几个好兄弟一起住天天打游戏我快乐的很,0
还有这么多,2,还有这么多,0
呵呵，想多了吧，不卷了？,0,呵呵想多了吧不卷了,0
除非年轻一代真的有余钱、有余力去养活孩子，孩子自己也不用互相卷,0,除非年轻一代真的有余钱有余力去养活孩子孩子自己也不用互相卷,1
清醒的糊涂,0,清醒的糊涂,0.5
不用管别人说，就看自己喜不喜欢,0,不用管别人说就看自己喜不喜欢,0
砖家,0,砖家,0
开始正题了，夹带私货牛阿,2,开始正题了夹带私货牛阿,0.5
就是没安好心,0,就是没安好心,0
2013谐音是爱你一生 所以2013和2014超多人结婚,2,2013谐音是爱你一生 所以2013和2014超多人结婚,1
？？？？？你咋不说男的婚后状况呢,0,你咋不说男的婚后状况呢,0
无比快乐，想买什么买什么想玩什么玩什么,0,无比快乐想买什么买什么想玩什么玩什么,0
棒,2,棒,1
保护,0,保护,0
平均30 哈哈哈哈,2,平均30 哈哈哈哈,0.5
好好好,0,好好好,0
不容乐观,0,不容乐观,0
真的,0,真的,0
保护,0,保护,0
大学生毕业饭都吃不上，拿什么结婚啊（悲,0,大学生毕业饭都吃不上拿什么结婚啊悲,1
保护,0,保护,0
还是很多啊,2,还是很多啊,0
快乐,0,快乐,0
保护,0,保护,0
不找事，当然快乐,0,不找事当然快乐,0
任何快乐都是短暂的,0,任何快乐都是短暂的,0
快樂,2,快樂,0.5
好好好,0,好好好,0
说太有道理了这些！,0,说太有道理了这些,0
年轻人清醒了,2,年轻人清醒了,1
放下个人素质，享受缺德人生。,2,放下个人素质享受缺德人生,0.5
精英教育好个屁，优化职业教育才是出路,0,精英教育好个屁优化职业教育才是出路,1
这点不同意，自己不想背负，大大方方说自己不愿意就好，也没人怪你,0,这点不同意自己不想背负大大方方说自己不愿意就好也没人怪你,0
明显生女孩好,2,明显生女孩好,0.5
但是反击没什么用，你同样改变不了别人,0,但是反击没什么用你同样改变不了别人,0
韩国很恐怖，幼儿变成稀有动物，幼儿园小学大批0生源而关门,0,韩国很恐怖幼儿变成稀有动物幼儿园小学大批0生源而关门,0
没面包拿什么结婚过柴米油盐,0,没面包拿什么结婚过柴米油盐,0.5
太多了,0,太多了,0
保护,0,保护,0
至少我现在很快乐，以后的事交给以后的我去想，也有可能活不到以后啊,0,至少我现在很快乐以后的事交给以后的我去想也有可能活不到以后啊,0
撕裂我……,2,撕裂我,0.5
快乐啊，没人催就更快乐了,0,快乐啊没人催就更快乐了,0
与其说是信任危机不如说是人性意识提高吧,0,与其说是信任危机不如说是人性意识提高吧,1
哈哈哈哈这些男的要找不到老婆,2,哈哈哈哈这些男的要找不到老婆,0.5
我也是这么看的,2,我也是这么看的,0
女士，你也不想生个打螺丝的孩子吧,0,女士你也不想生个打螺丝的孩子吧,0
这才是真正的红利,2,这才是真正的红利,0
这不是个体考虑的问题,0,这不是个体考虑的问题,0
怎么就没男的呢，孩子不教育工作不平衡默认自己赛博人？,0,怎么就没男的呢孩子不教育工作不平衡默认自己赛博人,0.5
最后一期,2,最后一期,0
人口一旦负增长，就是无解，自古皆是,1,人口一旦负增长就是无解自古皆是,0.5
怎么这么高，好好好，蒸蒸日上,0,怎么这么高好好好蒸蒸日上,0.5
他nnd女儿小时候贴心，嫁了人胳膊肘就向外拐,2,他nnd女儿小时候贴心嫁了人胳膊肘就向外拐,1
快乐！！！,0,快乐,0
不正常吗这年龄 再早点心智都还没成熟,0,不正常吗这年龄 再早点心智都还没成熟,0.5
确实只是个人看法,0,确实只是个人看法,0.5
我的快乐你想象不到,0,我的快乐你想象不到,0
这么多多多多,2,这么多多多多,0
只有,0,只有,0
难道不是吗？,0,难道不是吗,0
很多工厂和部分单位根本不要女性，但招聘不能直接说，投的简历一看就丢,0,很多工厂和部分单位根本不要女性但招聘不能直接说投的简历一看就丢,0
一人吃饱 全家不饿,2,一人吃饱 全家不饿,0
加油,2,加油,1
保护,0,保护,0
好好好,0,好好好,0
现在清华北大的有的都找不到工作,2,现在清华北大的有的都找不到工作,0
非常快乐,0,非常快乐,0
现在大多数父母的上限就是子女的上限,1,现在大多数父母的上限就是子女的上限,1
老年人还用以前那套要求现在的媳妇,1,老年人还用以前那套要求现在的媳妇,0
哈哈哈，好真实,2,哈哈哈好真实,1
保护,0,保护,0
不好,0,不好,0
保护,0,保护,0
本来就不一样，你以为人都傻啊,0,本来就不一样你以为人都傻啊,0
快乐呀！,0,快乐呀,0
保持单身,2,保持单身,0
快乐得一批,0,快乐得一批,0
有没有可能是生了男孩就不敢再要了,0,有没有可能是生了男孩就不敢再要了,0
怎么还这么多,0,怎么还这么多,0
沿海真的,1,沿海真的,0.5
夫妻照顾双方父母不应该么？别的都还好这条绷不住,0,夫妻照顾双方父母不应该么别的都还好这条绷不住,1
还是多了，看看假期全国旅游人数。,2,还是多了看看假期全国旅游人数,0
好好好！,0,好好好,0
好！！！,2,好,0
不要让苦痛和驽力契约再传递. jpg,0,不要让苦痛和驽力契约再传递 jpg,0
我代表我个人支持你,2,我代表我个人支持你,0
是的,2,是的,0
那干我p事,0,那干我p事,0
老娘非常快乐 干干净净,0,老娘非常快乐 干干净净,0
保护,0,保护,0
你这话就是典型的废话 不学习有错吗 个人选择 ,0,你这话就是典型的废话 不学习有错吗 个人选择 ,0
其它我都赞同 我就没见我附近结婚的有女方干家务的…,0,其它我都赞同 我就没见我附近结婚的有女方干家务的,0
潮汕地区性别比例最均衡,2,潮汕地区性别比例最均衡,1
问题不大，不一定能活到需要后悔的年龄,0,问题不大不一定能活到需要后悔的年龄,0
想多了，我这边完全没有，一样人多，一样学区房贵,0,想多了我这边完全没有一样人多一样学区房贵,0
这个好看，不是作者吧,2,这个好看不是作者吧,0.5
插一句，个体应该要考虑，因为人口是通过个体增长起来的怎和个体无关?,0,插一句个体应该要考虑因为人口是通过个体增长起来的怎和个体无关,1
身怀绝技,2,身怀绝技,0.5
把人当畜生的口径,0,把人当畜生的口径,0.5
好好好,0,好好好,0
真的快乐,0,真的快乐,0
这种种迹象不都是好事吗？,0,这种种迹象不都是好事吗,0
吾辈觉醒,2,吾辈觉醒,0
是钱，没钱,0,是钱没钱,0
做个真的我,1,做个真的我,0
还不够,0,还不够,0
00后牛气，坚决抵制资本家,0,00后牛气坚决抵制资本家,0.5
5000你打发谁？,0,5000你打发谁,0
有钱人,2,有钱人,0
哈哈,2,哈哈,0
好好好,0,好好好,0
啊 我急什么呢,0,啊 我急什么呢,0
看来我已经快过平均初婚年龄了,2,看来我已经快过平均初婚年龄了,0.5
得了吧敢“整顿职场”的永远是家里不缺钱的,0,得了吧敢整顿职场的永远是家里不缺钱的,0
我会立马退缩的,2,我会立马退缩的,0.5
主要还是怕,0,主要还是怕,0
我会生，但我生而不养，18岁后赶出家门,0,我会生但我生而不养18岁后赶出家门,0.5
铁锤你的彩礼是多少？,0,铁锤你的彩礼是多少,0.5
没有清醒和快乐，而是只能这么选,0,没有清醒和快乐而是只能这么选,0
别搞性别对立了，男的也一样，找个老婆24小时对自己进行pua，图什么啊,0,别搞性别对立了男的也一样找个老婆24小时对自己进行pua图什么啊,0.5
难道不是么,0,难道不是么,0
我,2,我,0
这也太多了吧,0,这也太多了吧,0
宝剑芬从磨砺出梅花香自苦来寒,2,宝剑芬从磨砺出梅花香自苦来寒,1
广东不追，都没有人愿意生 。有人愿意生都不错了，还说男的女的,0,广东不追都没有人愿意生 有人愿意生都不错了还说男的女的,0.5
太慢了,0,太慢了,0
点名表扬,2,点名表扬,1
快乐到家了,0,快乐到家了,0
我是真的快乐呀,0,我是真的快乐呀,0
这才是健康的吧,1,这才是健康的吧,0
现在喜欢毒鸡汤,2,现在喜欢毒鸡汤,0
至少能少了很多苦累,0,至少能少了很多苦累,0
年轻人干得漂亮,2,年轻人干得漂亮,1
既然都是自己的事，那别人干嘛指手画脚,0,既然都是自己的事那别人干嘛指手画脚,0
还有两个养七八个，得是啥收入才做得到,0,还有两个养七八个得是啥收入才做得到,0
晚婚晚育，少生优生,0,晚婚晚育少生优生,0
那少生优生不就行了吗,0,那少生优生不就行了吗,0
广西也是,2,广西也是,0.5
老一辈吃那么多苦却舍不得晚辈吃苦，有得选谁想要苦难,2,老一辈吃那么多苦却舍不得晚辈吃苦有得选谁想要苦难,1
不快乐，但是真的没多少悲伤,0,不快乐但是真的没多少悲伤,0
买房小一点其实没问题，但有贷款我怕生病有意外,0,买房小一点其实没问题但有贷款我怕生病有意外,0
罗刹国,1,罗刹国,0.5
当然快乐,0,当然快乐,0
保护,0,保护,0
快乐的不行,0,快乐的不行,0
好好好,0,好好好,0
山东 西北啊,2,山东 西北啊,0.5
懂了，考试50分 去看看考20分的,2,懂了考试50分 去看看考20分的,0.5
福建只是有些地区会这样，不是所有地方都这样。,0,福建只是有些地区会这样不是所有地方都这样,0.5
其实还是遇不到真爱，不将就,0,其实还是遇不到真爱不将就,0
活的通透了,2,活的通透了,0
除了偶尔的寂寞，剩下的都是快乐,0,除了偶尔的寂寞剩下的都是快乐,0
说？？？搞清楚好不好，结婚后都是男的被骂的狗血淋头,0,说搞清楚好不好结婚后都是男的被骂的狗血淋头,0
那是被迫的,0,那是被迫的,0.5
接下来就是补习班啦～！,2,接下来就是补习班啦,0
的确。,2,的确,0
莫担心，人工智能会替代他们awa,2,莫担心人工智能会替代他们awa,1
快乐的一匹,0,快乐的一匹,0
好好好,0,好好好,0
保护,0,保护,0
保护,0,保护,0
建议加一些你的男性朋友的观点，更严谨,0,建议加一些你的男性朋友的观点更严谨,0.5
想成家的都是没想明白的,0,想成家的都是没想明白的,0
快乐,0,快乐,0
保护,0,保护,0
妇产科都要没了,0,妇产科都要没了,0
保护,0,保护,0
养活自己就很困难了,0,养活自己就很困难了,0
不是吗？,0,不是吗,0
醒一醒，老头，你那套早就不再是“主流”了,0,醒一醒老头你那套早就不再是主流了,0
举报了,0,举报了,0
有很多是想生怀不上吧,1,有很多是想生怀不上吧,0
真的快乐啊，自己赚的钱自己花，没有一堆破事,0,真的快乐啊自己赚的钱自己花没有一堆破事,0
只算医疗费你都不敢,0,只算医疗费你都不敢,0
学校学的太多了     以前是没文化,2,学校学的太多了     以前是没文化,1
！！保护,0,保护,0
说得太好了,2,说得太好了,0
如果是底层生的多，那确实更希望是男孩,0,如果是底层生的多那确实更希望是男孩,1
无比舒服,0,无比舒服,0.5
快乐,0,快乐,0
